5,Soddisfatta ma con problemi al wi-fi,Il prodotto non è male dato il prezzo .. ho solo problemi a collegare il wi-fi trova la linea ma non si collega ..
5,molto soddisfatta lo consiglio.,"Molto soddisfatta lo consiglio a tutti a chi si avvicina al tach per la prima volta, è facile da usare."
2,Nn sono abbastanza soddisfatto,Troppo lento ma troppo troppo... in piu mancava l'aurecolare.... per me ho non va abbastanza bene va bene per i bambini
3,telefonino doogee,Si blocca ogni tanto durante la connessione ma per il prezzo va bene. Ma per chiamare e ricevere è ottimo
5,Ottimo anche se economico,"Dopo aver comprato già uno smartphone Doogee ed essere rimasta davvero soddisfatta dalla qualità  del prodotto nonostante il costo abbordabile (con questa cifra prendi veramente smartphone scadenti con piccoli display se guardi le note marche), ho deciso di comprare questo X10 vista anche la necessità di avere un altro smartphone ma con display leggermente più piccolo. Questo infatti è un 5"" 3G Octa Core a 1,5 GHz (64 bit) con 512 mb di Ram, 8 gb di Rom  (sufficienti per installare diverse app)  espandibile tramite MicroSD. Possiede delle slot per inserire la Micro SD e 2  micro sim. Ha  una batteria da ben 3360 mAh che gli permette un'ottima autonomia anche con un uso eccessivo. Ho installato tutte le applicazioni che mi servono ed è velocissimo. Dotato di 8 giga di memoria (più che sufficienti per installare diverse app) ed è anche espandibile tramite MicroSD fino a 32 giga. Buona la luminosità anche in pieno sole. Il touch risponde bene, così come il bluetooth, l'ho collegato al bluetooth dell'auto che l'ha subito riconosciuto l'audio è  ottimo. Con tutto il guscio pesa 199 gr circa, quindi abbastanza maneggevole anche con una sola mano. Molto ricca la dotazione presente nella confezione, oltre al caricatore da muro e cavo micro USB troviamo una pellicola compresa di panno per pulire il display oltre a quella già inserita nello smartphone e un guscio rigido trasparente con gli angoli rinforzati. Ho visto che gli accessori sono facilmente reperibili online e soprattutto  i prezzi non sono alti. Ha una fotocamera posteriore da 5 MP e una  fotocamera anteriore da 2 MP nonostante tutto le fotografie sono ottime. Disponibile  nei colori Gold, Silver o Black. Dotato anche di torcia. È possibile aprire più account contemporaneamente della stessa app. Arriva già pronto all'uso, basta togliere la pellicola che blocca i sensori nella batteria. Che altro dire... c'è  poco da spiegare ha innumerevoli altre funzioni bisogna solo comprarlo e scoprirle. Io sono molto soddisfatta di questo acquisto e ho intenzione di comprare altri modelli. I materiali  li trovo veramente ottimi.  Inoltre il pacco è arrivato con ben 2 giorni di anticipo rispetto le previsioni del tracking di Amazon. Il prezzo è abbastanza competitivo.   PS spero di esservi stata utile, se avete qualche dubbio o sapere altre info scrivete nei commenti, sarò lieta di aiutarvi."
5,Economico ma elegante,"<div id=""video-block-R28DN2BVN7R2X4"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1yRlOdaV0S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/117%2Be-fU4GS.png"" class=""video-slate-img-url""> Cercavo uno smartphone ultra economico da poter utilizzare prevalentemente come secondo telefono. La scelta è ricaduta su questo dispositivo visto il prezzo veramente basso a cui è proposto. X10 infatti è un dispositivo compatto con un grande display da 5 pollici IPS dotato di un gradevole frame laterale in metallo che conferisce al prodotto una buona sensazione di qualità e di solidità. La dotazione con cui viene venduto è completa in quanto oltre al consueto caricatore e pellicola abbiamo anche un cover posteriore. Al contrario di altri terminali presi in esame questo dispone del sensore luminosità e prossimità da non sottovalutare in questa fascia di prezzo. I tasti soft touch non retroilluminati. L'hardware è di fascia bassa con una cpu mediatek 6570 e solo 512 di ram che potrebbero spaventare un pò tutti leggendo la scheda tecnica. Nell'utilizzo quotidiano però vi posso garantire che il prodotto a patto di non richiedere applicazioni pesantissime non presenta alcun impuntamento cosi come la navigazione web. Certo si assisterà a qualche ricaricamento delle app ma nulla di grave valutando la fascia di prezzo. La qualità audio in capsula è ottima e vi posso assicurare che non sembra un dispositivo da 50€, cosi come la ricezione. Le fotocamere sono più che sufficienti per scattare foto dai discreti dettagli, specialmente quella posteriore da 8 mpx che di giorno produce degli ottimi scatti. Discorso a parte l'autonomia, che giudico veramente mostruosa.  Una batteria da 3360mah su un hardware ottimizzato per i consumi vi posso assicurare che vi porteranno ad avere carica sufficiente per almeno 2-3 giorni di utilizzo normale. Nel complesso un prodotto veramente consigliato e validissimo per chi vuole spendere poco ed avere un prodotto valido allo stesso tempo."
5,Uno smartphone completo al prezzo di un lettore Mp3,"<div id=""video-block-R2AJKW200MM2BX"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/F1qEVK7yH2S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71VOIguMrES.png"" class=""video-slate-img-url""> Acquistato al prezzo incredibile (leggermente aumentato ora, salirà ancora?!) di 49,99 €, poco dopo il debutto, questo Doogee si è rivelato una piacevole sorpresa, soprattutto dal punto di vista della sensazione di consistenza e affidabilità, una volta preso in mano.  CONFEZIONE E CONTENUTO Confezione ricca, che contiene: - lo smartphone; - una cover rigida con protezione sugli angoli e aperta sui bordi; - 2 pellicole proteggi-schermo (una già installata e un’altra di riserva); - un panno per la pulizia; - caricatore USB (da 1 A) e cavetto con attacco micro USB; - breve manuale con specifiche e poco più.  DESCRIZIONE E FUNZIONI  Premettendo che si tratta di uno smartphone dal prezzo di 50 €, già poterlo definire tale sarebbe un successo. Ma il Doogee si supera nel rapporto qualità/prezzo. Tra le caratteristiche principali abbiamo: - processore da 1,3 GHz; - 512 MB di RAM; - 8 GB di memoria interna (e NON 16 GB come erroneamente indicato nella descrizione, ma già lo sapevo informandomi sul prodotto); - schermo da 5” con risoluzione HD; - fotocamera posteriore da 5 MP (frontale da 2 MP); - batteria da 3360 mAh; - Android 6.0.  Unica nota stonata (seppur per questa fascia di prezzo) è a mio parere la RAM, che può rivelarsi un collo di bottiglia in alcune situazioni.  PROVA (vedi video allegato)  Dopo 3-4 giorni di uso continuo sono giunto a queste conclusioni: - la batteria è eccezionale, permette di avere tranquillamente 2 giorni di utilizzo (non compulsivo). Si tratta comunque di un cellulare indicato per chi non lo usa 24 ore su 24 con il display sempre acceso e il dito sempre attivo. E’ per un uso “moderato” seppur permettendo un’usabilità piacevole di qualsiasi applicazione di utilizzo quotidiano; - Ottimo per Whatsapp, Fb (consiglio versione Lite), Youtube (vedi video allegato), email e navigazione per notizie, meteo, ecc…; - Non adatto per videogiochi pesanti, per applicazioni fotografiche o semplicemente per foto di qualità; - Ottimo come lettore Mp3 e radio, registratore, ecc… - Per chi vuole velocità e reattività alte, dirigersi su prodotti da almeno 100 € (anche dello stesso marchio o altri simili, senza dover arrivare ad aziende “blasonate”.  Il display mi ha sorpreso per definizione (nel video rende poco e si vedono a volte righe dovute alla registrazione. E’ inoltre SUPER LUMINOSO, anche troppo se tenuto al massimo. E’ presente l’applicazione per “sdoppiare” le app e clonarle (utilissima). Buona la tastiera, in stile Android Stock.  PRO: ottimo display, prezzo imbattibile, qualità dei materiali, software completo e non invadente; CONTRO: poca RAM, ci si aspetterebbe di trovare almeno 1GB nel 2017, nient’altro.  Riassumendo: uno smartphone robusto, con grande autonomia e che non rinuncia a niente, se non alle alte prestazioni e alle applicazioni pesanti. Assolutamente non solo per telefonare. Se avesse più RAM sarebbe il massimo concepibile under 70/80 €. 5 Stelle perché 4 nel complesso sarebbero poche."
5,Un ottimo mulo!,"LE MIE IMPRESSIONI Questo è per me il classico ""muletto"", da avere sempre in casa nel caso di problemi con lo smartphone principale, o semplicemente per chi non è un grande ""smanettone"" e vuole un telefono basic, con poche fronzoli. Funziona infatti molto bene se lasciato con poche applicazioni installate. Sul mio ho installato Gmail, Facebook, Whatsapp, Telegram, Netflix (per provarli) e devo ammettere che funziona molto bene. Il touchscreen mi ha notevolmente impressionato con il suo tocco istantaneo e preciso e sin dalle prime battute ci si trova a proprio agio anche con la vibrazione relativa al force touch.  Il display a 178° garantisce un'alta visibilità da ogni angolazione ed anche se la sua definizione non è ai livelli dei pannelli OLED di ultima generazione, ma credetemi: non lascia l'amaro in bocca ed anzi lo schermo è bello luminoso ed i colori molto accesi e brillanti. Ho provato ad installarvi Netflix ed i video si vedono e sentono veramente molto bene e ne sono rimasto sbalordito (funziona ovunque! Pazzesco). Altra cosa positiva che ho trovato è che in dotazione (all'interno della scatola), ho trovato una custodia in PVC opaco trasparente ed una pellicola per il display e mi ha fatto molto piacere. Avere accessori nel pack è davvero ottimo. Altra cosa positiva è data dai materiali con cui è costruita la scocca: lega di zinco finemente lavorato. Lascia un'ottima sensazione al tatto. Anche il design è discretamente bello e con la sua cover, questo smartphone non sembra costare solo 49,99€ ma molto di più. Il peso del terminale invece non è indifferente con i suoi 205 gr. se rapportato ad altri smatphone.  COMPARTO FOTOGRAFICO Mi ha piacevolmente colpito il comparto foto e video, dove l'immagine tutto sommato se la cava gran bene, restituendo colori attendibili e veritieri. La saturazione è estremamente bilanciata tra chiari/scuri e la messa a fuoco tende è relativamente veloce. Diciamo che mi sarei aspettato forse qualcosa in meno in rapporto al suo prezzo.  CONCLUSIONE Un muletto che fa il suo. Semplice, veloce espandibile e dal prezzo veramente competitivo. Materiale ottimi ed al di sopra sicuramente delle aspettative e design discreto lo rendono sicuramente appetibile.  PRO – comparto fotografico buono; – bello e compatto una volta inserito; – pellicola display compresa nel prezzo; – custodia in pvc compresa nel prezzo; – buon audio interno ma sopratutto esterno;  CONTRO – pesantuccio con i suoi 205 gr. (con custodia); – lento se si fanno più operazione contemporaneamente; – su Amazon viene descritto con 16 Gb di memoria ROM;  CONTENUTO DELLA CONFEZIONE – 1 smartphone X10; – 1 batteria da 3.360 mAh; – 1 adattatore di Corrente; – 1 cavo USB; – 1 manuale utente; – 1 custodia in PVC opaca trasparente; – 1 pellicola display; – 1 panno in microfibra;  PRECISAZIONI Tutti i pregi e difetti, le 5 stelline rilasciate, sono rapportate al prezzo di inserimento del prodotto. Questo smartphone costa poco, ma lavora bene se rapportato al suo costo.  Autore: Bruno M."
5,Uno smartphone full-optional,"<div id=""video-block-R3G9AOZ6MBRZ3M"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1iqAwvrFiS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/719833PDktS.png"" class=""video-slate-img-url"">Ho comprato questo smartphone, dopo aver letto una breve recensione su una rivista di settore, mi sono incuriosito attirato anche dal prezzo ed ho deciso di acquistarlo. E‘ uno smartphone che non teme il confronto con altri smartphone concorrenti di marchi più blasonati, tra l'altro la Doogee è un azienda cinese che sta suscitando parecchio interesse nel mondo degli smartphone, per le sua capacità di costruire ottimi smartphone a prezzi contenuti. Il prodotto, arriva confezionato in una scatola minimal nera e marrone, che riporta il logo color argento e il modello del telefono. Nella confezione troviamo un alimentatore, un cavo usb, e alcuni foglietti illustrativi. Quello che salta subito all'occhio è che nella confezione non sono presenti auricolari. - Lo smartphone, si presenta con un bel design moderno e squadrato, con delle bande laterali in metallo color argento scuro, dove sono presenti anche i tasti di accensione e spegnimento e la regolazione volume. La parte posteriore removibile, è costruita con un buon materiale plastico, nel mio modello di color bianco opaco. Nella parte anteriore troviamo i tre trasti comuni a tutti i telefoni Android.  - Per quanto riguarda la parte prestazionale, provandolo ormai da qualche settimana posso dire che questo smartphone offre ottime prestazioni in termini di velocità e fluidità, passaggio tra una schermata e l'altra, apertura applicazioni e giochi. E' dotato infatti un ottimo processore Quad Core, di 1 Gb di Ram, e di 8Gb di memoria interna, espandibili comunque tramite una scheda sd aggiuntiva fino a 32 Gb. E' inoltre dotato di due slot per la doppia sim. Supporta 2G-3G e LTE, nessun problema riscontrato anche Wi-Fi e Bluetooth 4.0. Piccolo neo manca la possibilità di connettersi in 4G.  - La parte che ovviamente colpisce sempre di più in uno smartphone sono le dimensioni del display, nel caso specifico, abbiamo un bel display 5 pollici Full HD con una risoluzione di 1270 x 720 pixel, i colori appaiono saturi e la luminosità risulta essere ottima, anche in esterno condizioni di luminosità intensa.  - Questo smartphone è inoltre dotato di due fotocamere, entrambe da 8 megapixel, ho scattato alcune foto di prova, che potete vedere come esempio tra le foto allegate alla recensione. Devo essere onesto, per me la fotocamera in uno smartphone è una delle cose su cui mi concentro principalmente, mi piace fare foto, e quindi la valuto sempre con attenzione. Trovo che questa sia una buona fotocamera, sopratutto in condizioni di buona luce, la lente riesce a mettere a fuoco molto bene anche da distanze molto ravvicinate, i dettagli delle foto sono ottimi e colori ben bilanciati Ho trovato qualche problema con foto in movimento e in condizioni di scarsa luce dove i limiti e la scarsa velocità si fanno un po' sentire. Comunque per un utilizzo quotidiano posso affermare essere ottima.  - Parlando del software, ha preinstallato il sistema Android 6.0 Marshmallow, un sistema solido e funzionale, con alcune funzioni degne di nota tra cui il Gesture Sensing e lo Smart Wake, quindi, la possibilità di assegnare delle funzioni personalizzate a delle applicazioni o al sistema stesso.  - Anche la batteria è un'altro dei punti di forza di questo smartphone, è da 4000 mah, ed ha una autonomia veramente importante, i dati tecnici riportano quasi 20 ore di conversazione, tradotto si trasforma in un uso misto, telefono, app, musica ...circa due giorni.  - Ultima cosa ma non per importanza è lo sblocco veloce senza digitare il codice, ma con le sole impronte digitali, anche in questo caso l'ho trovato perfetto, una volta configurato il sensore, ha rilevato ottimamente le impronte delle mie dita. Unico neo, è forse la posizione del sensore essendo sul retro non è comodissima, ma penso sia solo una questione di abitudine.  Per concludere, non posso che assegnargli 5 stelle, come ho scritto nel titolo è veramente un ottimo smartphone full-optional e con un ottimo rapporto qualità prezzo, al quale non manca veramente niente, sicuramente capace di soddisfare tutte le necessità del 90% degli odierni utilizzatori di smartphone."
5,Ottimo rapporto qualità-prezzo,"<div id=""video-block-R3ED2DZ0PLJ58M"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E12gdeC5xTS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91yyv6btC3S.png"" class=""video-slate-img-url""> Avevo bisogno di un telefono per mia nonna, ed ho optato per questo modello. Smartphone che si colloca nella fascia bassa di questa azienda. Di seguito darò dei voti, con la spiegazione di quello che ho provato tenendo presente il rapporto qualità-prezzo.  UNBOXING voto  9 Confezione molto piccola, con all’interno una gamma molto completa di prodotti: telefono, cavo usb, alimentatore di corrente, cover in plastica e 2 pellicole, una applicata l'altra da applicare. Peccato l’assenza delle cuffie audio.  ESTETICA voto 7 Ben curata nei dettagli, ha una sua personalità, con questo schermo ampio da 5” e 3 tasti posti in basso,  i bordi laterali sono tutti in colore argento con 4 inserti, e la parte posteriore con la fotocamera, la scocca in plastica nera e la cassa audio.  BASI PER IL FUNZIONAMENTO  voto 8 Modello dual sim: una che accetta la sim, l’altra che accetta la micro-sim. Memoria interna di 8gb (3,77gb già pieni di base) con possibilità di espansione con micro sd fino a 32gb.  CONNESSIONI voto 7 2g, 3g : peccato l’assenza della rete 4g. wifi, bluetooth 4.0, hotspot portatile (il telefono diventa router wifi).  SCHERMO voto 10 Schermo IPS (vuol dire che anche guardandolo dai lati dà sempre una buona visione di immagine). I dati dichiarati sembrano essere conformi alla realtà: qualità delle immagini, anche con i video visti da youtube, buona. Scorrevolezza delle immagini anche molto fluida. Peccato non sia presente una retroilluminazione dei tre tasti posti in basso, servirà memorizzarne la posizione. (quello a sinistra apre la schermata delle app in esecuzione; il centrale fa tornare alla home page; quello a destra serve a tornare indietro)  VELOCITA’ DEL PROCESSORE voto 7 512 mb di RAM, il che significa che è consigliabile non tenere troppe applicazione aperte insieme perchè ne rallenterebbe l’esecuzione. L’apertura delle applicazioni non è istantanea, è perciò presente nelle impostazioni “Dura Speed” che potenzia la velocità di esecuzione dell’applicazione che si sta usando limitando quelle in background.  FOTOCAMERA voto 10 Doppia fotocamera: -posteriore 5 mp -anteriore 2 mp. In maniera sorprendente le foto fatte con quella anteriore, hanno una qualità molto simile all’altra che pure fa delle foto molto nitide e colorate. (Ho postato una foto fatta con la fotocamera posteriore). Presenti nelle impostazioni numerose regolazioni che hanno un pò tutti i telefoni: contrasto, luminosità, nitidezza ecc…  BATTERIA voto 10 3360 mAh. Testato per due giorni, e per il mio uso, prevalentemente di internet (inclusi video e messaggistica) e circa 20 minuti al giorno di chiamate, ha una durata media di un giorno intero.  CURIOSITA’ alcuni elementi di novità sono presenti in questo telefono che non ho trovato altrove: -come detto prima la possibilità di attivare il “Dura Speed” -“parallel space” permette di clonare un’applicazione con un secondo account, e poterli usare contemporaneamente.  CONCLUSIONE voto 9 Con 50 euro si ha un acquisto completo, considerando l’inclusione di cover e pellicola. Batteria e fotocamera sono i suoi punti di forza. Un pò macchinosa l’apertura delle applicazioni e non scorrevole nell’utilizzo. Qualsiasi neo trovo dal suo funzionamento, può essere giustificato dal prezzo stracciato al quale si trova in vendita, e vi garantisco che non è assolutamente così vistoso da far convergere la scelta verso smartphone di pari categoria, a prezzi nettamente più alti. Se vi saranno aggiornamenti riguardanti il telefono, non esiterò a postarli per voi.  Spero la recensione vi sia piaciuta… ciaooo"
5,Ottimo rapporto qualità prezzo,"Ho acquistato questo smartphone perché avevo necessità di avere un telefono di riserva senza spendere tanto. Questo modello ha fatto al caso mio: ottimo rapporto qualità prezzo, se consideriamo che in genere con circa 51 euro (al 3 giugno 2017) in negozio, ci compriamo un telefono di vecchia generazione. Per la spesa fatta non mi posso lamentare, perché con poco ho portato a casa un buon telefono e per quello che ho speso lavora bene: unica cosa non lavora in 4G, ma per me che ho una scheda 3G va più che bene.  La confezione costituita da uno scatolino nero, all’interno contiene tutti gli accessori di cui si ha bisogno ad eccezione degli auricolari (ma per questo prezzo direi che pretenderemmo troppo), ed il tutto ben imballato e sigillato: - Telefono, - Batteria, - Custodia protettiva, - Adattatore di Corrente, - Cavo USB, - pellicola protettiva più un panno per pulirla, - Manuale Utente  Sono rimasto colpito positivamente dal fatto di aver trovato fra gli accessori una pellicola protettiva e un buon guscio protettivo trasparente: onestamente a questo prezzo non me lo aspettavo, perché ripeto ero andato ad acquistare un telefono a poco prezzo per emergenze. Il manuale di istruzioni è in varie lingue fra cui l’inglese, mentre non c’è la lingua italiana, ma ormai ci abbiamo fatto l’abitudine. Ottima la qualità dell’adattatore e del cavo USB, dato che sono fatti con materiali robusti e resistenti. Soprattutto il cavo si sente al tatto che è di quelli spessi e non sottile e morbido come spesso mi è capitato con altri cavi.  Il telefono arriva con la pellicola protettiva provvisoria sullo schermo e la custodia protettiva già montata. Quando ho aperto il guscio ho notato che la batteria era già montata ma con una pellicola adesiva che isolava i contatti e che impediva quindi il deteriorarsi della batteria stessa, la quale ha una capienza di 3360mAh e se devo paragonarlo al mio android che mi è costato il triplo ed ha una batteria da appena 2100mAh allora mi sento sempre più convinto di avere speso bene i miei soldi. Il telefono in sé è bello compatto è robusto, per essere un 5 pollici non pesa eccessivamente, ha uno spessore nella media . Molto comoda anche la possibilità di usare 2 schede (microsim) nello stesso telefono ed è anche possibile estendere lo spazio della memoria utilizzando lo slot per le microSD presente vicino quello delle Sim.  Sulle funzionalità del telefono non ho riscontrato problemi, sempre tenendo conto il rapporto qualità prezzo. L’installazione guidata è piuttosto semplice e basta seguire le indicazioni, in realtà non differisce da quelle della maggior parte degli android in circolazione. Buona la versione bluetooth 4.0 che funziona bene. Se vi seccate a comprare la microSD non è un grosso problema perché di base il telefono ha 8gb di spazio in memoria. Per quanto riguarda la ricezione del telefono nulla di anomalo da segnalare, buona la qualità audio in entrata ed in uscita durante le chiamate. Le fotocamere fanno delle foto pulite e nitide considerando che hanno le seguenti caratteristiche: Anteriore: 2.0MP, Posteriore: 5.0MP.  Nel complesso sono rimasto soddisfatto di questo acquisto, perché per la cifra spesa ho trovato un ottimo telefono a poco, lavora bene e fa il suo dovere per le necessità che avevo io."
5,Doogee x5 max... una piacevole sorpresa,"<div id=""video-block-RG2HYSQV9LUS1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1STsDg0LCS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1FKbzg2VHS.png"" class=""video-slate-img-url""> Smartphone che si colloca nella fascia media di questa azienda. Di seguito darò dei voti, con la spiegazione di quello che ho provato tenendo presente il rapporto qualità-prezzo.  UNBOXING voto  8 Confezione molto piccola, con all’interno l’essenziale: telefono, cavo usb e alimentatore di corrente. Peccato l’assenza delle cuffie audio.  ESTETICA voto 7 Ben curata nei dettagli, ha una sua personalità, con questo schermo ampio da 5” e 3 tasti posti in basso,  i bordi laterali sono tutti in colore argento, e la parte posteriore con il sensore di impronte e la fotocamera.  BASI PER IL FUNZIONAMENTO  voto 9 Modello dual sim: una che accetta la micro-sim, l’altra che accetta la nano-sim. Memoria interna di 8gb con possibilità di espansione con micro sd fino a 32gb.  CONNESSIONI voto 7 2g, 3g ed LTE: peccato l’assenza della rete 4g. wifi, turbo download ( LTE + wifi insieme) che scarica ad una velocità spaziale, bluetooth, hotspot portatile (il telefono diventa router wifi).  SCHERMO voto 10 Schermo IPS (vuol dire che anche guardandolo dai lati dà sempre una buona visione di immagine) 1080p full HD. I dati dichiarati sembrano essere conformi alla realtà: qualità delle immagini, anche con i video visti da youtube, sorprendente. Colori vivi e reali, ben definiti. Scorrevolezza delle immagini anche molto fluida. Peccato non sia presente una retroilluminazione dei tre tasti posti in basso, servirà memorizzarne la posizione.  VELOCITA’ DEL PROCESSORE voto 9 1 gb di RAM, il che significa che è consigliabile non tenere troppe applicazione aperte insieme perchè ne rallenterebbe l’esecuzione. Sono molto reattive se seguite il mio consiglio.  SENSORE DI IMPRONTE DIGITALI voto 10 Collocato nella parte posteriore della scocca, devo dire che questo mi ha veramente sorpreso: molto preciso e reattivo al tocco, se si prova con altre dita, ovviamente non funziona. Fate attenzione che il dito sia pulito per non superare il numero massimo di errori, che porta all’inserimento del pin o del segno che avete scelto in sostituzione.  FOTOCAMERA voto 10 Doppia fotocamera di 8 mp sia anteriore che posteriore. Purtroppo le foto fatte con quella anteriore, non hanno la stessa qualità dell’altra: non bastano i soli mp per farne di belle, serve un buon otturatore e tanti altri elementi che possono spiegarvi meglio i fotografi. Di contro mi ha sorpreso la fotocamera posteriore: provate a scattare foto anche in ambienti non ben illuminati (Il test più difficile da superare) e se l’è cavata più che degnamente. Presenti nelle impostazioni numerose regolazioni che hanno un pò tutti i telefoni: contrasto, luminosità, nitidezza ecc… quella che mi ha incuriosito ed è totalmente nuova è il riconoscimento automatico di gesti che fanno scattare la foto.  BATTERIA voto 10 Per me che ne faccio un uso prevalentemente di internet (inclusi video e messaggistica) e circa 20 minuti al giorno di chiamate, ha una durata media di un giorno intero e il mattino seguente (io la carico tutte le sere).  CURIOSITA’ alcuni elementi di novità sono presenti in questo telefono che non ho trovato altrove: -come detto prima la possibilità di scattare foto in automatico, semplicemente facendo un gesto con le mani. -Screen shot “parziale” o “graffiti”  CONCLUSIONE voto 10 Il telefono, che ho preso in sostituzione del mio principale, devo dire mi abbia sorpreso nettamente in positivo. Qualsiasi neo trovo dal suo funzionamento, può essere giustificato dal prezzo stracciato al quale si trova in vendita, e vi garantisco che non è assolutamente così vistoso da far convergere la scelta verso smartphone di pari categoria, a prezzi nettamente più alti. Se vi saranno aggiornamenti riguardanti il telefono, non esiterò a postarli per voi.  Spero la recensione vi sia piaciuta… ciaooo"
5,Ottimo rapporto qualità prezzo. GUARDA LA VIDEO RECENSIONE E IL CONFRONTO CON iPhone 5C,"<div id=""video-block-R2IQYG5K3NQM0A"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1bn8%2BV3tFS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51H5edeIksS.png"" class=""video-slate-img-url""> ️ ️ ️ ️ ️ ️ ️ Guarda la VIDEO RECENSIONE qui accanto. ️ ️ ️ ️ ️ ️     Guarda il servizio fotografico     Youtube:   🇴 🇮🇹   🇮  🇪  🇪 🇼   CONTENUTO DELLA CONFEZIONE  La confezione è molto curata, all’interno troviamo: - Smartphone - Cavo di ricarica - Caricabatterie con spina - Piccolo manuale di istruzioni  ️ COME E' COMPOSTO? ️ Il design di questo smartphone è molto semplice ma con materiali davvero curati, una volta cominciato ad usarlo si nota subito che non è il classico mattone di plastica, non sembra aftatto uno smartphone economico, anzi ha un’aspetto molto curato, assemblato in maniera impeccabile come potete vedere anche dalle foto. Nella parte bassa troviamo lo speacker davvero molto potente e nella parte alta la fotocamera da 8 mpixel, subito sotto la fotocamera troviamo un sensore di impronte digitali, si avete capito bene, questo smartphone economico ha anche questo utilissimo accessorio a bordo. Sulla parte superiore troviamo il Jack da 3.5mm e il foro per la ricarica. Nella parte frontale troviamo il display da 5 pollici, la seconda fotocamera, il sensore di luminosità e i tasti su scocca non retroilluminati.   DISPLAY  Il display è da 5"" , la luminosità è abbastanza elevata, sotto la luce del sole si riesce a vedere senza grossi problemi. La qualità del display è davvero buona, troviamo un display IPS HD.  ️ HARDWARE & SOFTWARE ️ All'interno troviamo un processore Mediatek MTK6580 Quad Core da 1.3 GHZ e 1 gb di ram. Dalle caratteristiche tecniche tutti potrebbero pensare che questo smartphone sia troppo lento ma una volta cominciato ad utilizzare dobbiamo necessariamente ricrederci, il touch è molto buono, la fluidità davvero sorprendente, ovviamente abbiamo qualche impuntamento ma vi voglio ricordare che stiamo parlando di uno smartphone super economico, quindi come qualità prezzo siamo su livelli altissimi. E’ corredato di un sistema operativo android 6.0.   FOTOCAMERA  Anche la fotocamera di questo dispositivo mi ha sorpreso, visto il costo mi sarei aspettato una fotocamera scadente, ma le foto di giorno sono abbastanza buone, nitide e dai colori reali, anche la fotocamera anteriore non è da sottovalutare infatti fare selfie con questo dispositivo non sarà difficile e il rumore non sarà eccessivo.   BATTERIA  La batteria è da ben 4000Mah, con un utilizzo ponderato riusciamo tranquillamente arrivare alla fine della giornata.   CONCLUSIONI  Sono molto soddisfatto del mio acquisto, il prodotto è di ottima qualità, materiali costruttivi buoni, assemblati molto bene, prestazioni superiori a prodotti di pari costo, non sembra affatto di avere tra le mani un prodotto economico. La Doogee mi ha sorpreso, è davvero un’azienda di buon livello. Consiglio l’acquisto di questo smartphone a chi non vuole stare necessariamente al passo con la tecnologia che evolve troppo velocemente, ma vuole uno smartphone che gli permetta di fare tutto il necessario.    Guarda il servizio fotografico     Spero che la mia recensione ti sia stata UTILE, se hai qualsiasi domanda, puoi mandarmi una mail (la trovi nel mio profilo) o commentare qui sotto. Grazie!    🇴 🇮🇹   🇮  🇪  🇪 🇼"
